[16:20:44] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[16:20:44] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[16:20:44] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_311, running on Linux:aarch64:5.4.17-2136.302.6.1.el7uek.aarch64, installed at /usr/java/jdk1.8.0_311-aarch64/jre
[16:20:44] [main/DEBUG] [FML]: Java classpath at launch is:
[16:20:44] [main/DEBUG] [FML]:     server.jar
[16:20:44] [main/DEBUG] [FML]: Java library path at launch is:
[16:20:44] [main/DEBUG] [FML]:     /usr/java/packages/lib/aarch64
[16:20:44] [main/DEBUG] [FML]:     /lib
[16:20:44] [main/DEBUG] [FML]:     /usr/lib
[16:20:44] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: /home/opc/libraries
[16:20:44] [main/DEBUG] [FML]: Cleaning up mods folder: ./mods
[16:20:44] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[16:20:56] [Server thread/DEBUG] [FML]: Found API dev.satyrn.wolfarmor.api (owned by wolfarmor providing wolfarmor|API) embedded in wolfarmor
[16:20:56] [Server thread/DEBUG] [FML]: Found API reborncore.api (owned by reborncore providing reborncoreAPI) embedded in reborncore
[16:20:56] [Server thread/DEBUG] [FML]: Found API net.silentchaos512.scalinghealth.api (owned by ScalingHealth providing ScalingHealthAPI) embedded in scalinghealth
[16:20:56] [Server thread/DEBUG] [FML]: Found API ichttt.mods.firstaid.api (owned by firstaid providing FirstAid API) embedded in firstaid
[16:20:56] [Server thread/DEBUG] [FML]: Found API jaredbgreat.dldungeons.api (owned by DLDungeonsJBG providing DLDungeonsAPI) embedded in dldungeonsjbg
[16:20:56] [Server thread/DEBUG] [FML]: Found API com.creativemd.playerrevive.api (owned by playerrevive providing PlayerReviveAPI) embedded in firstaid
[16:20:56] [Server thread/DEBUG] [FML]: Found API com.endertech.minecraft.forge.api (owned by Endertech providing ForgeEndertechAPI) embedded in forgeendertech
[16:20:56] [Server thread/DEBUG] [FML]: Found API baubles.api (owned by Baubles providing Baubles|API) embedded in baubles
[16:20:56] [Server thread/DEBUG] [FML]: Found API reborncore.api.praescriptum (owned by reborncore providing team_reborn|Praescriptum) embedded in reborncore
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API Baubles|API: owner: Baubles, dependents: [setbonus, fantasticlib, baubles]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API Base|API: owner: Base, dependents: [base]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API iChunUtil API: owner: iChun, dependents: [ichunutil]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API spartanweaponry_api: owner: spartanweaponry, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API ForgeEndertechAPI: owner: Endertech, dependents: [forgeendertech]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API JustEnoughItemsAPI: owner: jei, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API ScalingHealthAPI: owner: ScalingHealth, dependents: [scalinghealth]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API antiqueatlasapi: owner: antiqueatlas, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API BotaniaAPI: owner: Botania, dependents: [bountifulbaubles]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API DLDungeonsAPI: owner: DLDungeonsJBG, dependents: [dldungeonsjbg]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API reborncoreAPI|Tile: owner: reborncore, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API reborncoreAPI: owner: reborncore, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API armourers_workshop_api: owner: armourers_workshop, dependents: [fantasticlib]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API WIT-API: owner: WIT, dependents: [scalinghealth]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API FirstAid API: owner: firstaid, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API BetterQuesting|API: owner: betterquesting, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API PlayerReviveAPI: owner: playerrevive, dependents: [firstaid]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API QuarkAPI: owner: quark, dependents: [bountifulbaubles]
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API reborncoreAPI|Recipe: owner: reborncore, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API team_reborn|Praescriptum: owner: reborncore, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API MouseTweaks|API: owner: mousetweaks, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API wolfarmor|API: owner: wolfarmor, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API reborncoreAPI|Power: owner: reborncore, dependents: []
[16:20:56] [Server thread/DEBUG] [FML]: Creating API container dummy for API BetterQuesting|API2: owner: betterquesting, dependents: []
[16:20:56] [Server thread/TRACE] [FML]: Received a system property request ''
[16:20:56] [Server thread/TRACE] [FML]: System property request managing the state of 0 mods
[16:20:56] [Server thread/DEBUG] [FML]: After merging, found state information for 0 mods
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for FML: assets/fml/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod adhooks
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod advanced-fishing
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod aireducer
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for aireducer: assets/aireducer/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod alcatrazcore
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for alcatrazcore: assets/alcatrazcore/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod antiqueatlas
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod anvilpatch
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for anvilpatch: assets/anvilpatch/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod aquaculture
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod armorunder
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod astikorcarts
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod autoreglib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bacodifficulty
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for bacodifficulty: assets/bacodifficulty/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod base
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod battletowers
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod baubles
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bedbreakbegone
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for bedbreakbegone: assets/bedbreakbegone/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod mujmajnkraftsbettersurvival
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bettercaves
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for bettercaves: assets/bettercaves/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bettercombatmod
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for bettercombatmod: assets/bettercombatmod/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bettermineshafts
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for bettermineshafts: assets/bettermineshafts/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod betternether
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod betterquesting
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bettertabs
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bloodmoon
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bnbgaminglib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bountifulbaubles
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bountiful
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bq_msi
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bqtweaker
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod callablehorses
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod carrots
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod carryon
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod charm
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod classyhats
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod collisiondamage
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for collisiondamage: assets/collisiondamage/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod comforts
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod compatskills
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod contenttweaker
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for contenttweaker: assets/contenttweaker/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod coralreef
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod corpsecomplex
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod craftablechainmail
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod craftablehorsearmour
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for craftablehorsearmour: assets/craftablehorsearmour/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod crafttweaker
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod crafttweakerjei
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for crafttweakerjei: assets/crafttweakerjei/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod creativecore
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod defiledlands
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod disenchanter
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod dldungeonsjbg
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for dldungeonsjbg: assets/dldungeonsjbg/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod dsurround
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod dynamictrees
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod dynamictreesdefiledlands
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod dttraverse
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod elenaidodge
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod enhancedvisuals
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for enhancedvisuals: assets/enhancedvisuals/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod familiarfauna
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod fantasticlib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod firstaid
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod fishingmadebetter
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod foamfix
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for foamfix: assets/foamfix/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod foodexpansion
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod forgeendertech
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for forgeendertech: assets/forgeendertech/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod forgelin
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for forgelin: assets/forgelin/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod forgottenitems
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod friendlyendermite
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for friendlyendermite: assets/friendlyendermite/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod fxcontrol
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for fxcontrol: assets/fxcontrol/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod globalgamerules
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod grapplemod
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod iceandfire
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod ichunutil
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod incontrol
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for incontrol: assets/incontrol/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod infernalmobs
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod inspirations
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod inventorytweaks
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod iseedragons
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for iseedragons: assets/iseedragons/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod itlt
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for itlt: assets/itlt/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod jei
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod levelup2
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod librarianliblate
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for librarianliblate: assets/librarianliblate/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod librarianlib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod locks
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod lootablebodies
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod loottweaker
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod lostcities
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod lycanitesmobs
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod mantle
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for mantle: assets/mantle/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod mcwbridges
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod testdummy
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod mobends
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod modtweaker
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for modtweaker: assets/modtweaker/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod mtlib
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for mtlib: assets/mtlib/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod multimine
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for multimine: assets/multimine/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod notreepunching
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod pigstep
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod placebo
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for placebo: assets/placebo/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod playerbosses
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for playerbosses: assets/playerbosses/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod potioncore
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod potionfingers
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod qualitytools
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod quark
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod realistictorches
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod reborncore
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod reccomplex
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod reskillable
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod rltweaker
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for rltweaker: assets/rltweaker/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod roguelike
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for roguelike: assets/roguelike/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod roughtweaks
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod ruins
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for ruins: assets/ruins/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod rustic
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod scalinghealth
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod sereneseasons
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod setbonus
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod shieldbreak
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for shieldbreak: assets/shieldbreak/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod silentlib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod simpledifficulty
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod sit
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for sit: assets/sit/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod snowrealmagic
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod somanyenchantments
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod spartanfire
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod spartanshields
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod spartanweaponry
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod spawnercontrol
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod srparasites
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod bq_standard
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod switchbow
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod tickprofiler
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for tickprofiler: assets/tickprofiler/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod tnt_utilities
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod toolbelt
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod traverse
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod xat
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod trumpetskeleton
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod tschipplib
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for tschipplib: assets/tschipplib/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod tumbleweed
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod variedcommodities
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod waystones
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod wearablebackpacks
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod wolfarmor
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod xpfromharvest
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for xpfromharvest: assets/xpfromharvest/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod xpbook
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod yungslaw
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for yungslaw: assets/yungslaw/lang/en_us.lang
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod llibrary
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod orelib
[16:20:56] [Server thread/DEBUG] [FML]: Enabling mod phosphor-lighting
[16:20:56] [Server thread/WARN] [FML]: Missing English translation for phosphor-lighting: assets/phosphor-lighting/lang/en_us.lang
[16:20:56] [Server thread/TRACE] [FML]: Verifying mod requirements are satisfied
[16:20:56] [Server thread/TRACE] [FML]: All mod requirements are satisfied
[16:20:56] [Server thread/TRACE] [FML]: Sorting mods into an ordered list
[16:20:56] [Server thread/TRACE] [FML]: Mod sorting completed successfully
[16:20:56] [Server thread/DEBUG] [FML]: Mod sorting data
[16:20:56] [Server thread/DEBUG] [FML]: 	ForgeEndertechAPI(API: ForgeEndertechAPI:1.0): ForgeEndertech-1.12.2-4.5.6.0-build.0619.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	forgeendertech(Forge Endertech:1.12.2-4.5.6.0): ForgeEndertech-1.12.2-4.5.6.0-build.0619.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	adhooks(Advanced Hook Launchers:1.12.2-3.3.1.0): AdHooks-1.12.2-3.3.1.0-build.0626.jar (required-after:forgeendertech@[1.12.2-4.5.6.0,))
[16:20:56] [Server thread/DEBUG] [FML]: 	advanced-fishing(Advanced Fishing:1.3.3): Advanced-Fishing-1.12.2-1.3.3.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	aireducer(AI Reducer:0.3.0): AIReducer-1.12.2-0.3.0.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	alcatrazcore(AlcatrazCore:1.0.4): alcatrazcore-1.0.4.jar (required-after:forge@[14.23.4.2705,15.0.0.0);)
[16:20:56] [Server thread/DEBUG] [FML]: 	antiqueatlas(Antique Atlas:4.6.3): antiqueatlas-1.12.2-4.6.3.jar (after:forge@[14.23.2.2611,);)
[16:20:56] [Server thread/DEBUG] [FML]: 	anvilpatch(Anvil Patch - Lawful:1.1.0): anvilpatch-1.1.0.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	aquaculture(Aquaculture:1.6.8): Aquaculture-1.12.2-1.6.8.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	carrots(Carrots Lib:1.0.0b1): carrotslib-mc1.12.2-1.0.0b1.jar (required-after:forge@[14.23.4.2705,))
[16:20:56] [Server thread/DEBUG] [FML]: 	armorunder(Armor Underwear:1.0.0): armorunder-mc1.12.2-1.0.0.jar (required-after:forge@[14.23.4.2705,);required-after:carrots@[1.0.0b1])
[16:20:56] [Server thread/DEBUG] [FML]: 	astikorcarts(AstikorCarts:1.12.2-0.1.2.8): astikorcarts-1.12.2-0.1.2.8.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	crafttweaker(CraftTweaker2:4.1.20): CraftTweaker2-1.12-4.1.20.670.jar (before:jei)
[16:20:56] [Server thread/DEBUG] [FML]: 	mtlib(MTLib:3.0.7): MTLib-3.0.7.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	modtweaker(Mod Tweaker:4.0.19): modtweaker-4.0.20.5.jar (required-after:crafttweaker;required-after:mtlib;before:jei)
[16:20:56] [Server thread/DEBUG] [FML]: 	jei(Just Enough Items:4.16.1.302): jei_1.12.2-4.16.1.302.jar (required-after:forge@[14.23.5.2816,);)
[16:20:56] [Server thread/DEBUG] [FML]: 	quark(Quark:r1.6-179): Quark-r1.6-179.jar (required-after:forge@[14.23.5.2831,);required-before:autoreglib@[1.3-32,);after:jei@[4.6.0,);)
[16:20:56] [Server thread/DEBUG] [FML]: 	autoreglib(AutoRegLib:1.3-32): AutoRegLib-1.3-32.jar (required-after:forge@[14.21.1.2387,))
[16:20:56] [Server thread/DEBUG] [FML]: 	bacodifficulty(bacodifficulty:1.0.3): BacoDifficulty-1.0.3.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	Base|API(API: Base|API:1.0.0): base-1.12.2-3.14.0.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	base(B.A.S.E:3.14.0): base-1.12.2-3.14.0.jar (after:crafttweaker;after:jei)
[16:20:56] [Server thread/DEBUG] [FML]: 	battletowers(Battle Towers:1.6.5): BattleTowers-1.12.2.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	Baubles|API(API: Baubles|API:1.4.0.2): SetBonus-1.12.2.020.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	baubles(Baubles:1.5.2): Baubles-1.12-1.5.2.jar (required-after:forge@[14.21.0.2348,);)
[16:20:56] [Server thread/DEBUG] [FML]: 	bedbreakbegone(BedBreakBegone:1.0.0): BedBreakBegone-1.0.0.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	mujmajnkraftsbettersurvival(Better Survival:1.4.1): better_survival-1.4.1.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bettercaves(YUNG's Better Caves:1.12.2): bettercaves-1.12.2-2.0.4.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bettercombatmod(Better Combat Rebirth:1.5.6): BetterCombat-1.12.2-1.5.6.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bettermineshafts(YUNG's Better Mineshafts:1.12.2-2.2.1): BetterMineshaftsForge-1.12.2-2.2.1.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	betternether(Better Nether:0.1.8.6): betternether-0.1.8.6.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	betterquesting(Better Questing:3.5.329): BetterQuesting-3.5.329.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	forgelin(Shadowfacts' Forgelin:1.8.4): Forgelin-1.8.4.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	librarianlib(LibrarianLib:4.22): librarianlib-1.12.2-4.22.jar (required-after:forgelin@[1.8.0,);required-after:forge@[13.19.1.2195,))
[16:20:56] [Server thread/DEBUG] [FML]: 	classyhats(Classy Hats:%VERSION%): classyhats-1.6.0.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	levelup2(Level Up! Reloaded:${version}): Level Up! 2-1.1.23-1.12.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	lycanitesmobs(Lycanites Mobs:2.0.8.4 - MC 1.12.2): lycanitesmobs-1.12.2-2.0.8.4.jar (after:thaumcraft)
[16:20:56] [Server thread/DEBUG] [FML]: 	bettertabs(BetterTabs:1.0.2): BetterTabs-1.0.2.jar (after:betterquesting;after:levelup2;after:lycanitesmobs;after:levelup;after:classyhats;after:librarianlib)
[16:20:56] [Server thread/DEBUG] [FML]: 	bloodmoon(Bloodmoon:1.5.3): Bloodmoon-MC1.12.2-1.5.3.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bnbgaminglib(BNBGamingLib:2.17.6): BNBGamingLib-1.12.2-2.17.6.jar (after:bnbgamingcore)
[16:20:56] [Server thread/DEBUG] [FML]: 	BotaniaAPI(API: BotaniaAPI:89): Bountiful+Baubles-1.12.2-0.1.8.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	QuarkAPI(API: QuarkAPI:4): Quark-r1.6-179.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bountifulbaubles(Bountiful Baubles:0.0.1): Bountiful+Baubles-1.12.2-0.1.8.jar ()
[16:20:56] [Server thread/DEBUG] [FML]: 	bountiful(Bountiful:2.2.3): Bountiful-1.12.2-2.2.3.jar (required-after:forge@[14.23.4.2768,15.0.0.0);required-after:forgelin@[1.8.0,1.9.0);)
[16:20:56] [Server thread/DEBUG] [FML]: 	reccomplex(Recurrent Complex:1.4.8.2): RecurrentComplex-1.4.8.2.jar (required-after:ivtoolkit)
